# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_walking_rpy_validation.bag'
# timestamp tx ty tz qx qy qz qw
1341846708.0350 -0.6606 -2.8173 1.5678 -0.7531 -0.0277 0.0365 0.6563
1341846708.0449 -0.6600 -2.8171 1.5685 -0.7535 -0.0292 0.0344 0.6559
1341846708.0548 -0.6601 -2.8171 1.5685 -0.7549 -0.0279 0.0341 0.6544
1341846708.0697 -0.6598 -2.8168 1.5688 -0.7556 -0.0282 0.0337 0.6536
1341846708.0749 -0.6596 -2.8167 1.5691 -0.7568 -0.0284 0.0334 0.6521
1341846708.0849 -0.6593 -2.8165 1.5695 -0.7574 -0.0286 0.0336 0.6515
1341846708.0949 -0.6591 -2.8164 1.5698 -0.7581 -0.0287 0.0341 0.6507
1341846708.1073 -0.6588 -2.8162 1.5702 -0.7581 -0.0289 0.0345 0.6506
1341846708.1149 -0.6584 -2.8162 1.5705 -0.7583 -0.0290 0.0347 0.6504
1341846708.1254 -0.6580 -2.8161 1.5709 -0.7580 -0.0287 0.0347 0.6507
1341846708.1349 -0.6577 -2.8161 1.5712 -0.7574 -0.0279 0.0342 0.6515
1341846708.1449 -0.6575 -2.8161 1.5716 -0.7566 -0.0271 0.0340 0.6524
1341846708.1549 -0.6573 -2.8161 1.5720 -0.7560 -0.0268 0.0341 0.6531
1341846708.1649 -0.6570 -2.8160 1.5723 -0.7557 -0.0268 0.0348 0.6534
1341846708.1749 -0.6569 -2.8161 1.5725 -0.7553 -0.0267 0.0356 0.6538
1341846708.1849 -0.6565 -2.8162 1.5727 -0.7556 -0.0269 0.0367 0.6535
1341846708.1950 -0.6562 -2.8162 1.5728 -0.7554 -0.0270 0.0379 0.6536
1341846708.2049 -0.6559 -2.8162 1.5729 -0.7554 -0.0271 0.0386 0.6536
1341846708.2151 -0.6557 -2.8163 1.5731 -0.7552 -0.0270 0.0387 0.6538
1341846708.2249 -0.6553 -2.8164 1.5732 -0.7554 -0.0265 0.0382 0.6536
1341846708.2349 -0.6550 -2.8165 1.5733 -0.7550 -0.0255 0.0374 0.6542
1341846708.2449 -0.6546 -2.8167 1.5735 -0.7547 -0.0246 0.0367 0.6545
1341846708.2548 -0.6543 -2.8169 1.5736 -0.7542 -0.0238 0.0357 0.6553
1341846708.2650 -0.6540 -2.8170 1.5737 -0.7535 -0.0232 0.0358 0.6560
1341846708.2748 -0.6538 -2.8171 1.5738 -0.7531 -0.0233 0.0365 0.6565
1341846708.2849 -0.6537 -2.8171 1.5740 -0.7530 -0.0238 0.0378 0.6564
1341846708.2950 -0.6535 -2.8172 1.5741 -0.7530 -0.0243 0.0392 0.6564
1341846708.3049 -0.6534 -2.8171 1.5742 -0.7531 -0.0247 0.0400 0.6562
1341846708.3149 -0.6533 -2.8172 1.5742 -0.7532 -0.0248 0.0400 0.6560
1341846708.3249 -0.6532 -2.8171 1.5742 -0.7537 -0.0247 0.0394 0.6556
1341846708.3350 -0.6530 -2.8171 1.5743 -0.7540 -0.0242 0.0380 0.6554
1341846708.3448 -0.6529 -2.8171 1.5744 -0.7541 -0.0239 0.0366 0.6553
1341846708.3548 -0.6528 -2.8172 1.5744 -0.7542 -0.0235 0.0352 0.6553
1341846708.3649 -0.6528 -2.8171 1.5745 -0.7541 -0.0230 0.0347 0.6555
1341846708.3749 -0.6527 -2.8169 1.5746 -0.7538 -0.0229 0.0346 0.6558
1341846708.3877 -0.6527 -2.8168 1.5748 -0.7535 -0.0232 0.0358 0.6561
1341846708.3955 -0.6527 -2.8168 1.5750 -0.7536 -0.0242 0.0374 0.6559
1341846708.4049 -0.6529 -2.8166 1.5750 -0.7534 -0.0252 0.0390 0.6559
1341846708.4149 -0.6528 -2.8165 1.5751 -0.7538 -0.0262 0.0405 0.6553
1341846708.4249 -0.6529 -2.8164 1.5752 -0.7542 -0.0265 0.0411 0.6548
1341846708.4349 -0.6528 -2.8163 1.5753 -0.7547 -0.0265 0.0408 0.6542
1341846708.4449 -0.6527 -2.8162 1.5755 -0.7552 -0.0264 0.0400 0.6537
1341846708.4549 -0.6527 -2.8162 1.5757 -0.7550 -0.0262 0.0392 0.6540
1341846708.4649 -0.6530 -2.8164 1.5756 -0.7559 -0.0263 0.0382 0.6530
1341846708.4749 -0.6529 -2.8162 1.5762 -0.7553 -0.0264 0.0380 0.6537
1341846708.4849 -0.6529 -2.8162 1.5764 -0.7559 -0.0269 0.0385 0.6530
1341846708.4949 -0.6531 -2.8161 1.5766 -0.7558 -0.0271 0.0394 0.6531
1341846708.5062 -0.6531 -2.8162 1.5768 -0.7560 -0.0279 0.0405 0.6527
1341846708.5149 -0.6532 -2.8162 1.5771 -0.7559 -0.0283 0.0420 0.6528
1341846708.5249 -0.6532 -2.8161 1.5773 -0.7556 -0.0287 0.0432 0.6530
1341846708.5349 -0.6533 -2.8162 1.5776 -0.7555 -0.0289 0.0441 0.6530
1341846708.5449 -0.6533 -2.8162 1.5779 -0.7554 -0.0288 0.0444 0.6531
1341846708.5569 -0.6533 -2.8162 1.5782 -0.7554 -0.0287 0.0442 0.6531
1341846708.5650 -0.6532 -2.8162 1.5784 -0.7553 -0.0286 0.0441 0.6532
1341846708.5748 -0.6533 -2.8162 1.5787 -0.7555 -0.0288 0.0437 0.6531
1341846708.5848 -0.6533 -2.8161 1.5790 -0.7557 -0.0291 0.0433 0.6529
1341846708.5949 -0.6533 -2.8162 1.5793 -0.7563 -0.0293 0.0430 0.6521
1341846708.6049 -0.6533 -2.8161 1.5795 -0.7569 -0.0294 0.0429 0.6515
1341846708.6150 -0.6537 -2.8163 1.5793 -0.7580 -0.0295 0.0435 0.6501
1341846708.6250 -0.6536 -2.8163 1.5795 -0.7587 -0.0299 0.0444 0.6493
1341846708.6352 -0.6536 -2.8162 1.5797 -0.7591 -0.0300 0.0449 0.6487
1341846708.6448 -0.6536 -2.8162 1.5799 -0.7592 -0.0299 0.0456 0.6486
1341846708.6576 -0.6536 -2.8162 1.5801 -0.7593 -0.0296 0.0457 0.6485
1341846708.6649 -0.6535 -2.8162 1.5802 -0.7590 -0.0296 0.0452 0.6488
1341846708.6748 -0.6536 -2.8161 1.5805 -0.7588 -0.0291 0.0448 0.6491
1341846708.6849 -0.6536 -2.8160 1.5806 -0.7588 -0.0288 0.0442 0.6491
1341846708.6950 -0.6535 -2.8159 1.5807 -0.7587 -0.0286 0.0439 0.6493
1341846708.7050 -0.6536 -2.8158 1.5808 -0.7588 -0.0287 0.0436 0.6492
1341846708.7148 -0.6536 -2.8157 1.5808 -0.7588 -0.0290 0.0436 0.6492
1341846708.7266 -0.6537 -2.8155 1.5809 -0.7589 -0.0295 0.0441 0.6490
1341846708.7349 -0.6538 -2.8155 1.5810 -0.7594 -0.0300 0.0446 0.6484
1341846708.7449 -0.6540 -2.8153 1.5810 -0.7600 -0.0306 0.0448 0.6477
1341846708.7548 -0.6540 -2.8150 1.5811 -0.7607 -0.0308 0.0445 0.6469
1341846708.7649 -0.6541 -2.8148 1.5812 -0.7610 -0.0312 0.0443 0.6464
1341846708.7749 -0.6542 -2.8146 1.5813 -0.7614 -0.0314 0.0431 0.6461
1341846708.7849 -0.6543 -2.8142 1.5814 -0.7611 -0.0316 0.0416 0.6466
1341846708.7949 -0.6545 -2.8140 1.5816 -0.7608 -0.0319 0.0406 0.6469
1341846708.8050 -0.6545 -2.8139 1.5819 -0.7605 -0.0320 0.0396 0.6474
1341846708.8149 -0.6549 -2.8136 1.5821 -0.7607 -0.0330 0.0398 0.6471
1341846708.8248 -0.6551 -2.8134 1.5823 -0.7611 -0.0339 0.0404 0.6465
1341846708.8349 -0.6554 -2.8133 1.5826 -0.7614 -0.0347 0.0415 0.6460
1341846708.8449 -0.6556 -2.8131 1.5827 -0.7615 -0.0356 0.0421 0.6459
1341846708.8562 -0.6558 -2.8129 1.5830 -0.7616 -0.0362 0.0424 0.6456
1341846708.8650 -0.6560 -2.8127 1.5831 -0.7619 -0.0369 0.0423 0.6453
1341846708.8748 -0.6561 -2.8125 1.5833 -0.7619 -0.0372 0.0416 0.6453
1341846708.8849 -0.6561 -2.8121 1.5838 -0.7616 -0.0372 0.0404 0.6457
1341846708.8949 -0.6560 -2.8124 1.5839 -0.7626 -0.0370 0.0382 0.6447
1341846708.9049 -0.6562 -2.8124 1.5841 -0.7631 -0.0375 0.0371 0.6441
1341846708.9149 -0.6564 -2.8119 1.5842 -0.7625 -0.0389 0.0369 0.6447
1341846708.9249 -0.6566 -2.8119 1.5843 -0.7629 -0.0395 0.0369 0.6443
1341846708.9348 -0.6568 -2.8119 1.5844 -0.7632 -0.0403 0.0375 0.6438
1341846708.9448 -0.6570 -2.8117 1.5845 -0.7631 -0.0410 0.0381 0.6439
1341846708.9551 -0.6572 -2.8117 1.5846 -0.7630 -0.0419 0.0394 0.6438
1341846708.9649 -0.6573 -2.8116 1.5846 -0.7629 -0.0428 0.0398 0.6438
1341846708.9749 -0.6574 -2.8116 1.5845 -0.7628 -0.0435 0.0399 0.6439
1341846708.9848 -0.6575 -2.8117 1.5845 -0.7630 -0.0439 0.0397 0.6437
1341846708.9949 -0.6574 -2.8119 1.5843 -0.7637 -0.0445 0.0392 0.6428
1341846709.0050 -0.6573 -2.8117 1.5842 -0.7639 -0.0443 0.0383 0.6427
1341846709.0149 -0.6573 -2.8117 1.5840 -0.7642 -0.0442 0.0379 0.6424
1341846709.0249 -0.6572 -2.8117 1.5838 -0.7646 -0.0441 0.0379 0.6419
1341846709.0349 -0.6571 -2.8117 1.5835 -0.7651 -0.0442 0.0384 0.6412
1341846709.0449 -0.6570 -2.8116 1.5833 -0.7657 -0.0446 0.0393 0.6405
1341846709.0549 -0.6568 -2.8115 1.5830 -0.7661 -0.0453 0.0406 0.6399
1341846709.0649 -0.6571 -2.8118 1.5821 -0.7682 -0.0456 0.0417 0.6372
1341846709.0749 -0.6569 -2.8115 1.5821 -0.7674 -0.0455 0.0426 0.6381
1341846709.0849 -0.6567 -2.8112 1.5818 -0.7678 -0.0451 0.0426 0.6376
1341846709.1024 -0.6566 -2.8111 1.5815 -0.7680 -0.0449 0.0426 0.6374
1341846709.1049 -0.6565 -2.8110 1.5812 -0.7688 -0.0448 0.0423 0.6365
1341846709.1149 -0.6562 -2.8109 1.5808 -0.7694 -0.0445 0.0419 0.6358
1341846709.1249 -0.6559 -2.8107 1.5805 -0.7705 -0.0444 0.0421 0.6345
1341846709.1350 -0.6558 -2.8106 1.5801 -0.7718 -0.0440 0.0426 0.6329
1341846709.1449 -0.6556 -2.8102 1.5797 -0.7729 -0.0440 0.0436 0.6315
1341846709.1549 -0.6552 -2.8097 1.5798 -0.7741 -0.0441 0.0446 0.6299
1341846709.1666 -0.6552 -2.8094 1.5795 -0.7758 -0.0444 0.0454 0.6278
1341846709.1749 -0.6551 -2.8091 1.5792 -0.7772 -0.0448 0.0457 0.6260
1341846709.1849 -0.6551 -2.8089 1.5789 -0.7789 -0.0451 0.0451 0.6239
1341846709.1949 -0.6549 -2.8090 1.5784 -0.7812 -0.0466 0.0439 0.6210
1341846709.2049 -0.6548 -2.8087 1.5783 -0.7826 -0.0463 0.0427 0.6193
1341846709.2149 -0.6547 -2.8082 1.5783 -0.7837 -0.0452 0.0415 0.6181
1341846709.2249 -0.6544 -2.8079 1.5782 -0.7846 -0.0445 0.0408 0.6171
1341846709.2349 -0.6543 -2.8077 1.5783 -0.7860 -0.0438 0.0406 0.6154
1341846709.2449 -0.6541 -2.8074 1.5784 -0.7872 -0.0436 0.0407 0.6138
1341846709.2549 -0.6541 -2.8072 1.5784 -0.7883 -0.0438 0.0414 0.6123
1341846709.2649 -0.6540 -2.8072 1.5786 -0.7892 -0.0443 0.0421 0.6110
1341846709.2749 -0.6539 -2.8070 1.5788 -0.7900 -0.0449 0.0428 0.6100
1341846709.2849 -0.6538 -2.8069 1.5790 -0.7905 -0.0453 0.0425 0.6094
1341846709.2949 -0.6536 -2.8069 1.5793 -0.7909 -0.0451 0.0423 0.6088
1341846709.3050 -0.6534 -2.8069 1.5794 -0.7917 -0.0449 0.0416 0.6078
1341846709.3149 -0.6532 -2.8069 1.5798 -0.7926 -0.0445 0.0411 0.6067
1341846709.3251 -0.6529 -2.8068 1.5800 -0.7937 -0.0441 0.0407 0.6054
1341846709.3349 -0.6527 -2.8069 1.5803 -0.7950 -0.0443 0.0404 0.6036
1341846709.3450 -0.6526 -2.8067 1.5808 -0.7954 -0.0440 0.0407 0.6031
1341846709.3548 -0.6525 -2.8067 1.5812 -0.7966 -0.0444 0.0406 0.6015
1341846709.3649 -0.6524 -2.8066 1.5815 -0.7977 -0.0447 0.0399 0.6000
1341846709.3749 -0.6522 -2.8067 1.5820 -0.7988 -0.0447 0.0388 0.5987
1341846709.3849 -0.6520 -2.8066 1.5824 -0.7991 -0.0445 0.0374 0.5983
1341846709.3949 -0.6518 -2.8067 1.5830 -0.7996 -0.0443 0.0362 0.5978
1341846709.4049 -0.6516 -2.8070 1.5836 -0.8001 -0.0440 0.0351 0.5972
1341846709.4149 -0.6514 -2.8071 1.5843 -0.8002 -0.0440 0.0347 0.5971
1341846709.4249 -0.6512 -2.8074 1.5850 -0.8004 -0.0439 0.0348 0.5968
1341846709.4349 -0.6512 -2.8077 1.5856 -0.8003 -0.0440 0.0349 0.5970
1341846709.4449 -0.6510 -2.8079 1.5863 -0.8001 -0.0447 0.0353 0.5972
1341846709.4548 -0.6510 -2.8082 1.5870 -0.7994 -0.0446 0.0357 0.5981
1341846709.4649 -0.6509 -2.8083 1.5878 -0.7984 -0.0448 0.0357 0.5994
1341846709.4749 -0.6507 -2.8089 1.5884 -0.7978 -0.0439 0.0359 0.6003
1341846709.4849 -0.6506 -2.8093 1.5890 -0.7976 -0.0440 0.0360 0.6005
1341846709.4948 -0.6505 -2.8095 1.5895 -0.7973 -0.0440 0.0359 0.6009
1341846709.5051 -0.6504 -2.8099 1.5901 -0.7971 -0.0437 0.0360 0.6011
1341846709.5149 -0.6497 -2.8092 1.5913 -0.7953 -0.0471 0.0350 0.6033
1341846709.5251 -0.6497 -2.8096 1.5915 -0.7957 -0.0459 0.0347 0.6030
1341846709.5349 -0.6500 -2.8103 1.5917 -0.7964 -0.0445 0.0345 0.6021
1341846709.5450 -0.6503 -2.8111 1.5918 -0.7978 -0.0429 0.0347 0.6004
1341846709.5551 -0.6504 -2.8116 1.5918 -0.7987 -0.0436 0.0352 0.5991
1341846709.5649 -0.6504 -2.8116 1.5922 -0.7988 -0.0441 0.0352 0.5990
1341846709.5758 -0.6504 -2.8118 1.5925 -0.7985 -0.0442 0.0353 0.5993
1341846709.5849 -0.6504 -2.8113 1.5931 -0.7970 -0.0448 0.0356 0.6012
1341846709.5948 -0.6504 -2.8115 1.5935 -0.7971 -0.0447 0.0353 0.6011
1341846709.6078 -0.6504 -2.8116 1.5938 -0.7972 -0.0450 0.0350 0.6011
1341846709.6149 -0.6503 -2.8119 1.5942 -0.7976 -0.0457 0.0351 0.6004
1341846709.6249 -0.6504 -2.8120 1.5944 -0.7978 -0.0457 0.0352 0.6002
1341846709.6349 -0.6504 -2.8121 1.5947 -0.7986 -0.0460 0.0351 0.5990
1341846709.6449 -0.6505 -2.8122 1.5950 -0.7995 -0.0463 0.0350 0.5979
1341846709.6549 -0.6505 -2.8123 1.5953 -0.8001 -0.0465 0.0349 0.5970
1341846709.6649 -0.6505 -2.8123 1.5955 -0.8009 -0.0467 0.0346 0.5960
1341846709.6749 -0.6506 -2.8124 1.5958 -0.8019 -0.0467 0.0345 0.5947
1341846709.6849 -0.6506 -2.8125 1.5960 -0.8031 -0.0472 0.0344 0.5930
1341846709.6950 -0.6507 -2.8126 1.5965 -0.8037 -0.0470 0.0342 0.5922
1341846709.7050 -0.6507 -2.8128 1.5969 -0.8047 -0.0469 0.0334 0.5909
1341846709.7149 -0.6507 -2.8130 1.5974 -0.8052 -0.0469 0.0326 0.5903
1341846709.7249 -0.6507 -2.8131 1.5979 -0.8054 -0.0470 0.0318 0.5901
1341846709.7349 -0.6506 -2.8133 1.5982 -0.8058 -0.0471 0.0310 0.5895
1341846709.7449 -0.6506 -2.8136 1.5988 -0.8062 -0.0471 0.0305 0.5890
1341846709.7549 -0.6507 -2.8137 1.5993 -0.8064 -0.0477 0.0308 0.5886
1341846709.7649 -0.6507 -2.8139 1.5998 -0.8064 -0.0478 0.0315 0.5886
1341846709.7749 -0.6506 -2.8140 1.6006 -0.8063 -0.0470 0.0327 0.5888
1341846709.7849 -0.6506 -2.8144 1.6011 -0.8059 -0.0463 0.0330 0.5893
1341846709.7949 -0.6509 -2.8143 1.6019 -0.8046 -0.0445 0.0334 0.5912
1341846709.8051 -0.6509 -2.8146 1.6025 -0.8043 -0.0443 0.0336 0.5916
1341846709.8149 -0.6509 -2.8153 1.6028 -0.8045 -0.0457 0.0329 0.5913
1341846709.8249 -0.6509 -2.8156 1.6036 -0.8036 -0.0453 0.0330 0.5925
1341846709.8350 -0.6509 -2.8159 1.6042 -0.8035 -0.0450 0.0329 0.5927
1341846709.8449 -0.6506 -2.8167 1.6047 -0.8044 -0.0465 0.0332 0.5913
1341846709.8549 -0.6507 -2.8170 1.6053 -0.8043 -0.0464 0.0337 0.5915
1341846709.8649 -0.6506 -2.8173 1.6057 -0.8044 -0.0468 0.0340 0.5912
1341846709.8749 -0.6506 -2.8173 1.6066 -0.8038 -0.0460 0.0349 0.5921
1341846709.8849 -0.6507 -2.8174 1.6069 -0.8041 -0.0469 0.0354 0.5916
1341846709.8950 -0.6509 -2.8174 1.6075 -0.8041 -0.0468 0.0358 0.5916
1341846709.9050 -0.6509 -2.8178 1.6078 -0.8045 -0.0476 0.0359 0.5910
1341846709.9149 -0.6511 -2.8175 1.6085 -0.8040 -0.0467 0.0355 0.5917
1341846709.9249 -0.6507 -2.8178 1.6091 -0.8046 -0.0482 0.0337 0.5909
1341846709.9349 -0.6511 -2.8184 1.6091 -0.8052 -0.0481 0.0328 0.5901
1341846709.9450 -0.6510 -2.8189 1.6097 -0.8057 -0.0482 0.0315 0.5896
1341846709.9550 -0.6509 -2.8192 1.6103 -0.8054 -0.0487 0.0304 0.5900
1341846709.9649 -0.6509 -2.8194 1.6111 -0.8053 -0.0496 0.0300 0.5901
1341846709.9748 -0.6509 -2.8198 1.6118 -0.8058 -0.0504 0.0301 0.5893
1341846709.9848 -0.6509 -2.8202 1.6124 -0.8061 -0.0511 0.0310 0.5887
1341846709.9971 -0.6507 -2.8208 1.6131 -0.8073 -0.0536 0.0318 0.5868
1341846710.0049 -0.6506 -2.8212 1.6138 -0.8077 -0.0544 0.0327 0.5861
1341846710.0148 -0.6505 -2.8214 1.6148 -0.8077 -0.0541 0.0336 0.5862
1341846710.0248 -0.6504 -2.8219 1.6152 -0.8083 -0.0553 0.0324 0.5853
1341846710.0350 -0.6501 -2.8222 1.6161 -0.8081 -0.0554 0.0316 0.5855
1341846710.0450 -0.6498 -2.8228 1.6172 -0.8085 -0.0556 0.0297 0.5851
1341846710.0548 -0.6494 -2.8228 1.6188 -0.8071 -0.0552 0.0283 0.5871
1341846710.0680 -0.6496 -2.8236 1.6196 -0.8072 -0.0538 0.0282 0.5871
1341846710.0748 -0.6492 -2.8247 1.6206 -0.8082 -0.0551 0.0286 0.5857
1341846710.0848 -0.6489 -2.8251 1.6220 -0.8082 -0.0548 0.0300 0.5856
1341846710.0949 -0.6489 -2.8257 1.6229 -0.8086 -0.0558 0.0304 0.5849
1341846710.1048 -0.6487 -2.8264 1.6242 -0.8087 -0.0565 0.0316 0.5846
1341846710.1149 -0.6481 -2.8275 1.6254 -0.8094 -0.0580 0.0324 0.5835
1341846710.1249 -0.6477 -2.8277 1.6273 -0.8084 -0.0573 0.0330 0.5850
1341846710.1350 -0.6478 -2.8286 1.6282 -0.8085 -0.0558 0.0336 0.5849
1341846710.1449 -0.6477 -2.8294 1.6293 -0.8088 -0.0555 0.0327 0.5845
1341846710.1548 -0.6474 -2.8302 1.6307 -0.8088 -0.0549 0.0319 0.5847
1341846710.1650 -0.6467 -2.8311 1.6322 -0.8088 -0.0559 0.0307 0.5847
1341846710.1749 -0.6466 -2.8322 1.6337 -0.8087 -0.0540 0.0323 0.5848
1341846710.1849 -0.6463 -2.8334 1.6347 -0.8094 -0.0549 0.0320 0.5838
1341846710.1948 -0.6462 -2.8340 1.6363 -0.8090 -0.0546 0.0335 0.5843
1341846710.2049 -0.6460 -2.8349 1.6378 -0.8084 -0.0545 0.0344 0.5850
1341846710.2148 -0.6452 -2.8365 1.6393 -0.8083 -0.0545 0.0361 0.5851
1341846710.2248 -0.6453 -2.8374 1.6407 -0.8070 -0.0534 0.0371 0.5870
1341846710.2348 -0.6452 -2.8384 1.6422 -0.8057 -0.0527 0.0386 0.5887
1341846710.2480 -0.6446 -2.8398 1.6440 -0.8052 -0.0534 0.0402 0.5892
1341846710.2548 -0.6446 -2.8410 1.6454 -0.8049 -0.0535 0.0407 0.5895
1341846710.2650 -0.6446 -2.8418 1.6471 -0.8035 -0.0520 0.0419 0.5915
1341846710.2753 -0.6438 -2.8433 1.6486 -0.8036 -0.0524 0.0427 0.5913
1341846710.2848 -0.6435 -2.8448 1.6497 -0.8032 -0.0527 0.0427 0.5918
1341846710.2948 -0.6431 -2.8463 1.6513 -0.8031 -0.0523 0.0422 0.5921
1341846710.3049 -0.6432 -2.8469 1.6529 -0.8009 -0.0507 0.0424 0.5951
1341846710.3149 -0.6426 -2.8483 1.6541 -0.8013 -0.0517 0.0420 0.5946
1341846710.3248 -0.6419 -2.8491 1.6557 -0.8002 -0.0521 0.0411 0.5961
1341846710.3349 -0.6419 -2.8503 1.6567 -0.7999 -0.0500 0.0421 0.5965
1341846710.3449 -0.6417 -2.8513 1.6579 -0.7998 -0.0488 0.0429 0.5967
1341846710.3548 -0.6410 -2.8526 1.6590 -0.8012 -0.0510 0.0439 0.5947
1341846710.3651 -0.6411 -2.8530 1.6606 -0.8005 -0.0489 0.0461 0.5955
1341846710.3785 -0.6404 -2.8535 1.6621 -0.8004 -0.0491 0.0461 0.5956
1341846710.3849 -0.6405 -2.8544 1.6633 -0.8011 -0.0476 0.0471 0.5948
1341846710.3948 -0.6400 -2.8556 1.6639 -0.8021 -0.0475 0.0453 0.5935
1341846710.4067 -0.6395 -2.8561 1.6649 -0.8026 -0.0466 0.0437 0.5930
1341846710.4149 -0.6391 -2.8567 1.6658 -0.8035 -0.0453 0.0420 0.5920
1341846710.4248 -0.6383 -2.8578 1.6665 -0.8058 -0.0464 0.0405 0.5890
1341846710.4348 -0.6379 -2.8584 1.6674 -0.8072 -0.0462 0.0397 0.5871
1341846710.4449 -0.6375 -2.8589 1.6683 -0.8091 -0.0456 0.0387 0.5846
1341846710.4548 -0.6374 -2.8590 1.6692 -0.8101 -0.0441 0.0390 0.5833
1341846710.4650 -0.6370 -2.8598 1.6701 -0.8128 -0.0430 0.0381 0.5797
1341846710.4754 -0.6370 -2.8592 1.6711 -0.8126 -0.0415 0.0388 0.5800
1341846710.4849 -0.6367 -2.8596 1.6719 -0.8144 -0.0412 0.0380 0.5776
1341846710.4949 -0.6364 -2.8600 1.6727 -0.8163 -0.0413 0.0368 0.5749
1341846710.5049 -0.6362 -2.8602 1.6734 -0.8180 -0.0416 0.0354 0.5726
1341846710.5150 -0.6359 -2.8605 1.6742 -0.8203 -0.0420 0.0337 0.5695
1341846710.5249 -0.6356 -2.8608 1.6748 -0.8220 -0.0421 0.0319 0.5671
1341846710.5349 -0.6351 -2.8608 1.6757 -0.8235 -0.0434 0.0294 0.5649
1341846710.5449 -0.6353 -2.8615 1.6759 -0.8258 -0.0427 0.0271 0.5617
1341846710.5551 -0.6349 -2.8618 1.6764 -0.8278 -0.0435 0.0246 0.5587
1341846710.5649 -0.6347 -2.8620 1.6771 -0.8297 -0.0439 0.0220 0.5560
1341846710.5748 -0.6345 -2.8622 1.6777 -0.8315 -0.0443 0.0199 0.5534
1341846710.5850 -0.6345 -2.8623 1.6782 -0.8337 -0.0446 0.0183 0.5502
1341846710.5948 -0.6344 -2.8625 1.6788 -0.8358 -0.0451 0.0174 0.5469
1341846710.6053 -0.6343 -2.8625 1.6792 -0.8375 -0.0455 0.0169 0.5443
1341846710.6149 -0.6341 -2.8626 1.6797 -0.8392 -0.0457 0.0159 0.5417
1341846710.6264 -0.6339 -2.8626 1.6802 -0.8407 -0.0455 0.0142 0.5394
1341846710.6355 -0.6336 -2.8629 1.6807 -0.8426 -0.0449 0.0119 0.5365
1341846710.6449 -0.6332 -2.8626 1.6812 -0.8441 -0.0454 0.0094 0.5342
1341846710.6548 -0.6334 -2.8618 1.6822 -0.8451 -0.0432 0.0077 0.5328
1341846710.6649 -0.6332 -2.8618 1.6823 -0.8476 -0.0426 0.0057 0.5289
1341846710.6748 -0.6329 -2.8616 1.6825 -0.8498 -0.0425 0.0039 0.5254
1341846710.6849 -0.6328 -2.8618 1.6824 -0.8526 -0.0430 0.0011 0.5207
1341846710.6949 -0.6324 -2.8619 1.6824 -0.8559 -0.0435 -0.0008 0.5154
1341846710.7048 -0.6323 -2.8619 1.6826 -0.8581 -0.0437 -0.0021 0.5117
1341846710.7149 -0.6321 -2.8618 1.6828 -0.8604 -0.0436 -0.0030 0.5078
1341846710.7248 -0.6318 -2.8618 1.6831 -0.8625 -0.0435 -0.0039 0.5041
1341846710.7349 -0.6315 -2.8618 1.6835 -0.8642 -0.0433 -0.0051 0.5012
1341846710.7448 -0.6313 -2.8617 1.6838 0.8655 0.0426 0.0061 -0.4991
1341846710.7548 -0.6310 -2.8618 1.6842 0.8663 0.0419 0.0077 -0.4976
1341846710.7649 -0.6308 -2.8616 1.6849 0.8672 0.0408 0.0089 -0.4961
1341846710.7787 -0.6307 -2.8616 1.6852 0.8685 0.0404 0.0101 -0.4940
1341846710.7848 -0.6308 -2.8610 1.6855 0.8691 0.0390 0.0108 -0.4929
1341846710.7948 -0.6307 -2.8610 1.6858 0.8703 0.0393 0.0110 -0.4908
1341846710.8049 -0.6304 -2.8615 1.6855 0.8726 0.0420 0.0113 -0.4864
1341846710.8150 -0.6303 -2.8616 1.6857 0.8743 0.0425 0.0106 -0.4834
1341846710.8249 -0.6303 -2.8616 1.6858 0.8755 0.0426 0.0096 -0.4813
1341846710.8349 -0.6301 -2.8617 1.6860 0.8760 0.0426 0.0091 -0.4803
1341846710.8466 -0.6299 -2.8617 1.6861 0.8765 0.0419 0.0091 -0.4795
1341846710.8549 -0.6296 -2.8617 1.6862 0.8769 0.0413 0.0098 -0.4788
1341846710.8648 -0.6295 -2.8618 1.6863 0.8769 0.0408 0.0104 -0.4788
1341846710.8748 -0.6292 -2.8619 1.6864 0.8770 0.0404 0.0111 -0.4787
1341846710.8849 -0.6292 -2.8619 1.6866 0.8771 0.0405 0.0108 -0.4785
1341846710.8949 -0.6291 -2.8620 1.6867 0.8774 0.0408 0.0098 -0.4780
1341846710.9048 -0.6290 -2.8621 1.6866 0.8778 0.0410 0.0086 -0.4772
1341846710.9158 -0.6288 -2.8622 1.6866 0.8785 0.0413 0.0075 -0.4759
1341846710.9252 -0.6287 -2.8622 1.6864 0.8797 0.0411 0.0067 -0.4736
1341846710.9349 -0.6284 -2.8623 1.6859 0.8812 0.0403 0.0066 -0.4709
1341846710.9449 -0.6281 -2.8624 1.6857 0.8825 0.0395 0.0078 -0.4686
1341846710.9551 -0.6275 -2.8621 1.6856 0.8832 0.0380 0.0099 -0.4673
1341846710.9649 -0.6275 -2.8624 1.6851 0.8855 0.0369 0.0120 -0.4631
1341846710.9749 -0.6269 -2.8625 1.6846 0.8873 0.0375 0.0147 -0.4595
1341846710.9850 -0.6267 -2.8625 1.6843 0.8886 0.0370 0.0163 -0.4568
